Goal ID,단계,영역,목표,짧은 Goal 프롬프트,상세 지시서,결과 문서,선행 Goal,완료 기준,프롬프트 글자 수
G5B-003,Phase 5 - AI/RL 어댑터,액션 인코딩,Invalid action handling,"HeadlessDCGO.Engine Goal G5B-003만 수행하라.
목표: Invalid action handling
상세 지시서: docs/goal-specs/G5B-003_invalid_action_handling.md
선행 Goal: G5B-002
결과 문서: docs/test-results/goals/G5B-003_invalid_action_handling_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: invalid action 테스트 통과",docs/goal-specs/G5B-003_invalid_action_handling.md,docs/test-results/goals/G5B-003_invalid_action_handling_unit_test_results.md,G5B-002,invalid action 테스트 통과,388
G5C-001,Phase 5 - AI/RL 어댑터,보상,Terminal reward,"HeadlessDCGO.Engine Goal G5C-001만 수행하라.
목표: Terminal reward
상세 지시서: docs/goal-specs/G5C-001_terminal_reward.md
선행 Goal: G5B-003
결과 문서: docs/test-results/goals/G5C-001_terminal_reward_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: terminal reward 테스트 통과",docs/goal-specs/G5C-001_terminal_reward.md,docs/test-results/goals/G5C-001_terminal_reward_unit_test_results.md,G5B-003,terminal reward 테스트 통과,365
G5C-002,Phase 5 - AI/RL 어댑터,보상,Shaping reward config,"HeadlessDCGO.Engine Goal G5C-002만 수행하라.
목표: Shaping reward config
상세 지시서: docs/goal-specs/G5C-002_shaping_reward_config.md
선행 Goal: G5C-001
결과 문서: docs/test-results/goals/G5C-002_shaping_reward_config_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: shaping reward 테스트 통과",docs/goal-specs/G5C-002_shaping_reward_config.md,docs/test-results/goals/G5C-002_shaping_reward_config_unit_test_results.md,G5C-001,shaping reward 테스트 통과,382
G5D-001,Phase 5 - AI/RL 어댑터,RL 환경,RL environment reset,"HeadlessDCGO.Engine Goal G5D-001만 수행하라.
목표: RL environment reset
상세 지시서: docs/goal-specs/G5D-001_rl_environment_reset.md
선행 Goal: G5C-002
결과 문서: docs/test-results/goals/G5D-001_rl_environment_reset_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: RL reset 테스트 통과",docs/goal-specs/G5D-001_rl_environment_reset.md,docs/test-results/goals/G5D-001_rl_environment_reset_unit_test_results.md,G5C-002,RL reset 테스트 통과,373
G5D-002,Phase 5 - AI/RL 어댑터,RL 환경,RL environment step,"HeadlessDCGO.Engine Goal G5D-002만 수행하라.
목표: RL environment step
상세 지시서: docs/goal-specs/G5D-002_rl_environment_step.md
선행 Goal: G5D-001
결과 문서: docs/test-results/goals/G5D-002_rl_environment_step_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: RL step 테스트 통과",docs/goal-specs/G5D-002_rl_environment_step.md,docs/test-results/goals/G5D-002_rl_environment_step_unit_test_results.md,G5D-001,RL step 테스트 통과,369
G5E-001,Phase 5 - AI/RL 어댑터,정책 실행,Scripted policy runner,"HeadlessDCGO.Engine Goal G5E-001만 수행하라.
목표: Scripted policy runner
상세 지시서: docs/goal-specs/G5E-001_scripted_policy_runner.md
선행 Goal: G5D-002
결과 문서: docs/test-results/goals/G5E-001_scripted_policy_runner_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: scripted policy 테스트 통과",docs/goal-specs/G5E-001_scripted_policy_runner.md,docs/test-results/goals/G5E-001_scripted_policy_runner_unit_test_results.md,G5D-002,scripted policy 테스트 통과,386
G5E-002,Phase 5 - AI/RL 어댑터,정책 실행,Self-play policy runner,"HeadlessDCGO.Engine Goal G5E-002만 수행하라.
목표: Self-play policy runner
상세 지시서: docs/goal-specs/G5E-002_self_play_policy_runner.md
선행 Goal: G5E-001
결과 문서: docs/test-results/goals/G5E-002_self_play_policy_runner_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: self-play 테스트 통과",docs/goal-specs/G5E-002_self_play_policy_runner.md,docs/test-results/goals/G5E-002_self_play_policy_runner_unit_test_results.md,G5E-001,self-play 테스트 통과,383
G5F-001,Phase 5 - AI/RL 어댑터,배치 실행,Batch episode runner,"HeadlessDCGO.Engine Goal G5F-001만 수행하라.
목표: Batch episode runner
상세 지시서: docs/goal-specs/G5F-001_batch_episode_runner.md
선행 Goal: G5E-002
결과 문서: docs/test-results/goals/G5F-001_batch_episode_runner_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: batch runner 테스트 통과",docs/goal-specs/G5F-001_batch_episode_runner.md,docs/test-results/goals/G5F-001_batch_episode_runner_unit_test_results.md,G5E-002,batch runner 테스트 통과,377
G5F-002,Phase 5 - AI/RL 어댑터,배치 실행,Parallel determinism verifier,"HeadlessDCGO.Engine Goal G5F-002만 수행하라.
목표: Parallel determinism verifier
상세 지시서: docs/goal-specs/G5F-002_parallel_determinism_verifier.md
선행 Goal: G5F-001
결과 문서: docs/test-results/goals/G5F-002_parallel_determinism_verifier_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: parallel determinism 테스트 통과",docs/goal-specs/G5F-002_parallel_determinism_verifier.md,docs/test-results/goals/G5F-002_parallel_determinism_verifier_unit_test_results.md,G5F-001,parallel determinism 테스트 통과,412
G5G-001,Phase 5 - AI/RL 어댑터,학습 데이터셋,Transition dataset model,"HeadlessDCGO.Engine Goal G5G-001만 수행하라.
목표: Transition dataset model
상세 지시서: docs/goal-specs/G5G-001_transition_dataset_model.md
선행 Goal: G5F-002
결과 문서: docs/test-results/goals/G5G-001_transition_dataset_model_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: dataset 모델 테스트 통과",docs/goal-specs/G5G-001_transition_dataset_model.md,docs/test-results/goals/G5G-001_transition_dataset_model_unit_test_results.md,G5F-002,dataset 모델 테스트 통과,387
G5G-002,Phase 5 - AI/RL 어댑터,학습 데이터셋,JSONL export validation,"HeadlessDCGO.Engine Goal G5G-002만 수행하라.
목표: JSONL export validation
상세 지시서: docs/goal-specs/G5G-002_jsonl_export_validation.md
선행 Goal: G5G-001
결과 문서: docs/test-results/goals/G5G-002_jsonl_export_validation_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: JSONL export 테스트 통과",docs/goal-specs/G5G-002_jsonl_export_validation.md,docs/test-results/goals/G5G-002_jsonl_export_validation_unit_test_results.md,G5G-001,JSONL export 테스트 통과,386
G5Z-001,Phase 5 - AI/RL 어댑터,단계 완료 게이트,Phase 5 aggregate result,"HeadlessDCGO.Engine Goal G5Z-001만 수행하라.
목표: Phase 5 aggregate result
상세 지시서: docs/goal-specs/G5Z-001_phase_5_aggregate_result.md
선행 Goal: G5G-002
결과 문서: docs/test-results/goals/G5Z-001_phase5_aggregate_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Phase 6 착수 가능",docs/goal-specs/G5Z-001_phase_5_aggregate_result.md,docs/test-results/goals/G5Z-001_phase5_aggregate_unit_test_results.md,G5G-002,Phase 6 착수 가능,375
G6A-001,Phase 6 - Parity/Regression 검증,시나리오,Scenario data model,"HeadlessDCGO.Engine Goal G6A-001만 수행하라.
목표: Scenario data model
상세 지시서: docs/goal-specs/G6A-001_scenario_data_model.md
선행 Goal: G5Z-001
결과 문서: docs/test-results/goals/G6A-001_scenario_data_model_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: scenario 모델 테스트 통과",docs/goal-specs/G6A-001_scenario_data_model.md,docs/test-results/goals/G6A-001_scenario_data_model_unit_test_results.md,G5Z-001,scenario 모델 테스트 통과,373
G6A-002,Phase 6 - Parity/Regression 검증,시나리오,Scenario runner,"HeadlessDCGO.Engine Goal G6A-002만 수행하라.
목표: Scenario runner
상세 지시서: docs/goal-specs/G6A-002_scenario_runner.md
선행 Goal: G6A-001
결과 문서: docs/test-results/goals/G6A-002_scenario_runner_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: scenario runner 테스트 통과",docs/goal-specs/G6A-002_scenario_runner.md,docs/test-results/goals/G6A-002_scenario_runner_unit_test_results.md,G6A-001,scenario runner 테스트 통과,365
G6B-001,Phase 6 - Parity/Regression 검증,리플레이,Replay export import,"HeadlessDCGO.Engine Goal G6B-001만 수행하라.
목표: Replay export import
상세 지시서: docs/goal-specs/G6B-001_replay_export_import.md
선행 Goal: G6A-002
결과 문서: docs/test-results/goals/G6B-001_replay_export_import_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: replay export import 테스트 통과",docs/goal-specs/G6B-001_replay_export_import.md,docs/test-results/goals/G6B-001_replay_export_import_unit_test_results.md,G6A-002,replay export import 테스트 통과,385
G6B-002,Phase 6 - Parity/Regression 검증,리플레이,Golden trace comparison,"HeadlessDCGO.Engine Goal G6B-002만 수행하라.
목표: Golden trace comparison
상세 지시서: docs/goal-specs/G6B-002_golden_trace_comparison.md
선행 Goal: G6B-001
결과 문서: docs/test-results/goals/G6B-002_golden_trace_comparison_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: golden trace 테스트 통과",docs/goal-specs/G6B-002_golden_trace_comparison.md,docs/test-results/goals/G6B-002_golden_trace_comparison_unit_test_results.md,G6B-001,golden trace 테스트 통과,386
G6B-003,Phase 6 - Parity/Regression 검증,리플레이,Deterministic fingerprint gate,"HeadlessDCGO.Engine Goal G6B-003만 수행하라.
목표: Deterministic fingerprint gate
상세 지시서: docs/goal-specs/G6B-003_deterministic_fingerprint_gate.md
선행 Goal: G6B-002
결과 문서: docs/test-results/goals/G6B-003_deterministic_fingerprint_gate_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: fingerprint gate 테스트 통과",docs/goal-specs/G6B-003_deterministic_fingerprint_gate.md,docs/test-results/goals/G6B-003_deterministic_fingerprint_gate_unit_test_results.md,G6B-002,fingerprint gate 테스트 통과,411
G6C-001,Phase 6 - Parity/Regression 검증,AS-IS 비교,AS-IS parity harness,"HeadlessDCGO.Engine Goal G6C-001만 수행하라.
목표: AS-IS parity harness
상세 지시서: docs/goal-specs/G6C-001_as_is_parity_harness.md
선행 Goal: G6B-003
결과 문서: docs/test-results/goals/G6C-001_asis_parity_harness_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: AS-IS 비교 harness 테스트 통과",docs/goal-specs/G6C-001_as_is_parity_harness.md,docs/test-results/goals/G6C-001_asis_parity_harness_unit_test_results.md,G6B-003,AS-IS 비교 harness 테스트 통과,380
G6C-002,Phase 6 - Parity/Regression 검증,AS-IS 비교,Setup parity scenarios,"HeadlessDCGO.Engine Goal G6C-002만 수행하라.
목표: Setup parity scenarios
상세 지시서: docs/goal-specs/G6C-002_setup_parity_scenarios.md
선행 Goal: G6C-001
결과 문서: docs/test-results/goals/G6C-002_setup_parity_scenarios_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: setup AS-IS 비교 테스트 통과",docs/goal-specs/G6C-002_setup_parity_scenarios.md,docs/test-results/goals/G6C-002_setup_parity_scenarios_unit_test_results.md,G6C-001,setup AS-IS 비교 테스트 통과,385
G6C-003,Phase 6 - Parity/Regression 검증,AS-IS 비교,Phase memory parity scenarios,"HeadlessDCGO.Engine Goal G6C-003만 수행하라.
목표: Phase memory parity scenarios
상세 지시서: docs/goal-specs/G6C-003_phase_memory_parity_scenarios.md
선행 Goal: G6C-002
결과 문서: docs/test-results/goals/G6C-003_phase_memory_parity_scenarios_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: phase memory AS-IS 비교 테스트 통과",docs/goal-specs/G6C-003_phase_memory_parity_scenarios.md,docs/test-results/goals/G6C-003_phase_memory_parity_scenarios_unit_test_results.md,G6C-002,phase memory AS-IS 비교 테스트 통과,413
G6C-004,Phase 6 - Parity/Regression 검증,AS-IS 비교,Movement parity scenarios,"HeadlessDCGO.Engine Goal G6C-004만 수행하라.
목표: Movement parity scenarios
상세 지시서: docs/goal-specs/G6C-004_movement_parity_scenarios.md
선행 Goal: G6C-003
결과 문서: docs/test-results/goals/G6C-004_movement_parity_scenarios_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: movement AS-IS 비교 테스트 통과",docs/goal-specs/G6C-004_movement_parity_scenarios.md,docs/test-results/goals/G6C-004_movement_parity_scenarios_unit_test_results.md,G6C-003,movement AS-IS 비교 테스트 통과,397
G6C-005,Phase 6 - Parity/Regression 검증,AS-IS 비교,Main action parity scenarios,"HeadlessDCGO.Engine Goal G6C-005만 수행하라.
목표: Main action parity scenarios
상세 지시서: docs/goal-specs/G6C-005_main_action_parity_scenarios.md
선행 Goal: G6C-004
결과 문서: docs/test-results/goals/G6C-005_main_action_parity_scenarios_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: main action AS-IS 비교 테스트 통과",docs/goal-specs/G6C-005_main_action_parity_scenarios.md,docs/test-results/goals/G6C-005_main_action_parity_scenarios_unit_test_results.md,G6C-004,main action AS-IS 비교 테스트 통과,409
G6C-006,Phase 6 - Parity/Regression 검증,AS-IS 비교,Combat parity scenarios,"HeadlessDCGO.Engine Goal G6C-006만 수행하라.
목표: Combat parity scenarios
상세 지시서: docs/goal-specs/G6C-006_combat_parity_scenarios.md
선행 Goal: G6C-005
결과 문서: docs/test-results/goals/G6C-006_combat_parity_scenarios_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: combat AS-IS 비교 테스트 통과",docs/goal-specs/G6C-006_combat_parity_scenarios.md,docs/test-results/goals/G6C-006_combat_parity_scenarios_unit_test_results.md,G6C-005,combat AS-IS 비교 테스트 통과,389
G6C-007,Phase 6 - Parity/Regression 검증,AS-IS 비교,Security parity scenarios,"HeadlessDCGO.Engine Goal G6C-007만 수행하라.
목표: Security parity scenarios
상세 지시서: docs/goal-specs/G6C-007_security_parity_scenarios.md
선행 Goal: G6C-006
결과 문서: docs/test-results/goals/G6C-007_security_parity_scenarios_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: security AS-IS 비교 테스트 통과",docs/goal-specs/G6C-007_security_parity_scenarios.md,docs/test-results/goals/G6C-007_security_parity_scenarios_unit_test_results.md,G6C-006,security AS-IS 비교 테스트 통과,397
G6C-008,Phase 6 - Parity/Regression 검증,AS-IS 비교,Representative effect parity scenarios,"HeadlessDCGO.Engine Goal G6C-008만 수행하라.
목표: Representative effect parity scenarios
상세 지시서: docs/goal-specs/G6C-008_representative_effect_parity_scenarios.md
선행 Goal: G6C-007
결과 문서: docs/test-results/goals/G6C-008_representative_effect_parity_scenarios_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: effect AS-IS 비교 테스트 통과",docs/goal-specs/G6C-008_representative_effect_parity_scenarios.md,docs/test-results/goals/G6C-008_representative_effect_parity_scenarios_unit_test_results.md,G6C-007,effect AS-IS 비교 테스트 통과,434
G6D-001,Phase 6 - Parity/Regression 검증,커버리지,Card pool coverage report,"HeadlessDCGO.Engine Goal G6D-001만 수행하라.
목표: Card pool coverage report
상세 지시서: docs/goal-specs/G6D-001_card_pool_coverage_report.md
선행 Goal: G6C-008
결과 문서: docs/test-results/goals/G6D-001_card_pool_coverage_report_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 커버리지 report 테스트 통과",docs/goal-specs/G6D-001_card_pool_coverage_report.md,docs/test-results/goals/G6D-001_card_pool_coverage_report_unit_test_results.md,G6C-008,커버리지 report 테스트 통과,391
G6D-002,Phase 6 - Parity/Regression 검증,회귀 테스트,Regression suite assembly,"HeadlessDCGO.Engine Goal G6D-002만 수행하라.
목표: Regression suite assembly
상세 지시서: docs/goal-specs/G6D-002_regression_suite_assembly.md
선행 Goal: G6D-001
결과 문서: docs/test-results/goals/G6D-002_regression_suite_assembly_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 회귀 테스트 suite 테스트 통과",docs/goal-specs/G6D-002_regression_suite_assembly.md,docs/test-results/goals/G6D-002_regression_suite_assembly_unit_test_results.md,G6D-001,회귀 테스트 suite 테스트 통과,392
G6D-003,Phase 6 - Parity/Regression 검증,회귀 테스트,Regression result document,"HeadlessDCGO.Engine Goal G6D-003만 수행하라.
목표: Regression result document
상세 지시서: docs/goal-specs/G6D-003_regression_result_document.md
선행 Goal: G6D-002
결과 문서: docs/test-results/goals/G6D-003_regression_result_document_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 회귀 테스트 결과 문서 통과",docs/goal-specs/G6D-003_regression_result_document.md,docs/test-results/goals/G6D-003_regression_result_document_unit_test_results.md,G6D-002,회귀 테스트 결과 문서 통과,391
G6E-001,Phase 6 - Parity/Regression 검증,성능 측정,Episode throughput benchmark,"HeadlessDCGO.Engine Goal G6E-001만 수행하라.
목표: Episode throughput benchmark
상세 지시서: docs/goal-specs/G6E-001_episode_throughput_benchmark.md
선행 Goal: G6D-003
결과 문서: docs/test-results/goals/G6E-001_episode_throughput_benchmark_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: performance 성능 측정 문서화",docs/goal-specs/G6E-001_episode_throughput_benchmark.md,docs/test-results/goals/G6E-001_episode_throughput_benchmark_results.md,G6D-003,performance 성능 측정 문서화,393
G6Z-001,Phase 6 - Parity/Regression 검증,단계 완료 게이트,Final completion report,"HeadlessDCGO.Engine Goal G6Z-001만 수행하라.
목표: Final completion report
상세 지시서: docs/goal-specs/G6Z-001_final_completion_report.md
선행 Goal: G6E-001
결과 문서: docs/test-results/goals/G6Z-001_final_completion_report.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 완성 판정 가능",docs/goal-specs/G6Z-001_final_completion_report.md,docs/test-results/goals/G6Z-001_final_completion_report.md,G6E-001,완성 판정 가능,357
