mapping_id,phase,category,asis_class,asis_function,asis_signature,asis_file,asis_location,asis_line,tobe_class,tobe_function,tobe_location,porting_method,status,notes
AFM-00105,Phase 4+,카드/효과,CardController,AddSecurity,public IEnumerator AddSecurity(),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5473,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00106,Phase 4+,카드/효과,CardController,FlipFaceUp,public IEnumerator FlipFaceUp(),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5527,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00107,Phase 4+,카드/효과,CardController,IsSuspended,public bool IsSuspended(Permanent permanent),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5566,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00108,Phase 4+,카드/효과,CardController,Tap,public IEnumerator Tap(),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5575,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00109,Phase 4+,카드/효과,CardController,Unsuspend,public IEnumerator Unsuspend(),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5672,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00110,Phase 4+,카드/효과,CardController,TrashDeckCards,public IEnumerator TrashDeckCards(),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5784,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00111,Phase 4+,카드/효과,CardController,Overflow,public IEnumerator Overflow(),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5836,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00112,Phase 4+,카드/효과,CardController,TrashStack,public IEnumerator TrashStack(),CardController.cs,DCGO/Assets/Scripts/Script/CardController.cs,5880,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00113,N/A,UI/클라이언트,CardDetail,OpenCardDetail,"public void OpenCardDetail(CardSource cardSource, bool CanLookOpponentCard)",CardDetail.cs,DCGO/Assets/Scripts/Script/CardDetail.cs,12,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00114,N/A,UI/클라이언트,CardDetail,CloseCardDetail,public void CloseCardDetail(),CardDetail.cs,DCGO/Assets/Scripts/Script/CardDetail.cs,42,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00115,Phase 1,Runtime And Lifecycle Mapping,CardDistribution,Init,public void Init(),CardDistribution.cs,DCGO/Assets/Scripts/Script/CardDistribution.cs,42,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-00116,Phase 4+,기타,CardDistribution,SetCardDistribution,public void SetCardDistribution(DeckData deckData),CardDistribution.cs,DCGO/Assets/Scripts/Script/CardDistribution.cs,56,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00117,N/A,UI/클라이언트,CardDistributionTab,SetCardDistributionTab,public void SetCardDistributionTab(DeckData deckData),CardDistributionTab.cs,DCGO/Assets/Scripts/Script/CardDistributionTab.cs,18,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00118,Phase 4+,기타,CardEffectCommons,PlayPermanentCards,"public static IEnumerator PlayPermanentCards(List<CardSource> cardSources, ICardEffect activateClass, bool payCost, bool isTapped, SelectCardEffect.Root root, bool activateETB, bool isBreedingArea = false, int fixedCost = -1)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,23,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00119,Phase 4+,기타,CardEffectCommons,PlayOptionCards,"public static IEnumerator PlayOptionCards(List<CardSource> cardSources, ICardEffect activateClass, bool payCost, SelectCardEffect.Root root,",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,59,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00120,Phase 4+,기타,CardEffectCommons,PlaceDelayOptionCards,"public static IEnumerator PlaceDelayOptionCards(CardSource card, ICardEffect cardEffect, SelectCardEffect.Root root = SelectCardEffect.Root.Execution)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,113,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00121,Phase 4+,기타,CardEffectCommons,PlayToken,"public static IEnumerator PlayToken(CEntity_Base tokenData, ICardEffect activateClass, bool isOwnerPermanent, bool isTapped, int quantity = 1)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,140,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00122,Phase 4+,기타,CardEffectCommons,PlayDiaboromonToken,"public static IEnumerator PlayDiaboromonToken(ICardEffect activateClass, int quantity = 1)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,182,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00123,Phase 4+,기타,CardEffectCommons,PlayAmonToken,public static IEnumerator PlayAmonToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,197,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00124,Phase 4+,기타,CardEffectCommons,PlayUmonToken,public static IEnumerator PlayUmonToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,211,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00125,Phase 4+,기타,CardEffectCommons,PlayFujitsumonToken,"public static IEnumerator PlayFujitsumonToken(ICardEffect activateClass, bool isOwnerPermanent)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,225,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00126,Phase 4+,기타,CardEffectCommons,PlayGyuukimonToken,public static IEnumerator PlayGyuukimonToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,239,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00127,Phase 4+,기타,CardEffectCommons,PlayKoHagurumonToken,public static IEnumerator PlayKoHagurumonToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,253,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00128,Phase 4+,기타,CardEffectCommons,PlayFamiliarToken,"public static IEnumerator PlayFamiliarToken(ICardEffect activateClass, int quantity = 1)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,267,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00129,Phase 4+,기타,CardEffectCommons,PlaySelfDeleteFamiliarToken,"public static IEnumerator PlaySelfDeleteFamiliarToken(ICardEffect activateClass, int quantity = 1)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,282,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00130,Phase 4+,기타,CardEffectCommons,PlayVoleeZerdrucken,public static IEnumerator PlayVoleeZerdrucken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,297,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00131,Phase 4+,기타,CardEffectCommons,PlayUkaNoMitama,public static IEnumerator PlayUkaNoMitama(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,311,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00132,Phase 4+,기타,CardEffectCommons,PlayWarGrowlmonToken,public static IEnumerator PlayWarGrowlmonToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,325,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00133,Phase 4+,기타,CardEffectCommons,PlayTaomonToken,public static IEnumerator PlayTaomonToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,339,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00134,Phase 4+,기타,CardEffectCommons,PlayRapidmonToken,public static IEnumerator PlayRapidmonToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,353,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00135,Phase 4+,기타,CardEffectCommons,PlayPipeFox,public static IEnumerator PlayPipeFox(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,367,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00136,Phase 4+,기타,CardEffectCommons,PlayAthoRenePorToken,public static IEnumerator PlayAthoRenePorToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,381,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00137,Phase 4+,기타,CardEffectCommons,PlayHinukamuyToken,public static IEnumerator PlayHinukamuyToken(ICardEffect activateClass),CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,395,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00138,Phase 4+,기타,CardEffectCommons,PlayPetrificationToken,"public static IEnumerator PlayPetrificationToken(ICardEffect activateClass, int quantity = 1)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,409,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00139,Phase 4+,기타,CardEffectCommons,AddThisCardToHand,"public static IEnumerator AddThisCardToHand(CardSource card1, ICardEffect activateClass)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,424,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00140,Phase 4+,기타,CardEffectCommons,SuspendPeremanentAndProcessAccordingToResult,"public static IEnumerator SuspendPeremanentAndProcessAccordingToResult(List<Permanent> targetPermanents, ICardEffect activateClass, Func<List<Permanent>, IEnumerator> successProcess, Func<IEnumerator> failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,437,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00141,Phase 4+,기타,CardEffectCommons,DeletePeremanentAndProcessAccordingToResult,"public static IEnumerator DeletePeremanentAndProcessAccordingToResult(List<Permanent> targetPermanents, ICardEffect activateClass, Func<List<Permanent>, IEnumerator> successProcess, Func<IEnumerator> failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,463,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00142,Phase 4+,기타,CardEffectCommons,BouncePeremanentAndProcessAccordingToResult,"public static IEnumerator BouncePeremanentAndProcessAccordingToResult(List<Permanent> targetPermanents, ICardEffect activateClass, IEnumerator successProcess, IEnumerator failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,489,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00143,Phase 4+,기타,CardEffectCommons,DeckBouncePeremanentAndProcessAccordingToResult,"public static IEnumerator DeckBouncePeremanentAndProcessAccordingToResult(List<Permanent> targetPermanents, ICardEffect activateClass, IEnumerator successProcess, IEnumerator failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,515,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00144,Phase 4+,기타,CardEffectCommons,TrashDigivolutionCardsAndProcessAccordingToResult,"public static IEnumerator TrashDigivolutionCardsAndProcessAccordingToResult(Permanent targetPermanent, List<CardSource> targetDigivolutionCards, ICardEffect activateClass, Func<List<CardSource>, IEnumerator> successProcess, Func<IEnumerator> failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,541,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00145,Phase 4+,기타,CardEffectCommons,TrashLinkCardsAndProcessAccordingToResult,"public static IEnumerator TrashLinkCardsAndProcessAccordingToResult(Permanent targetPermanent, List<CardSource> targetLinkCards, ICardEffect activateClass, Func<List<CardSource>, IEnumerator> successProcess, Func<IEnumerator> failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,567,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00146,Phase 4+,기타,CardEffectCommons,TrashSecurityAndProcessAccordingToResult,"public static IEnumerator TrashSecurityAndProcessAccordingToResult(Player player, int trashAmount, ICardEffect activateClass, bool fromTop, Func<List<CardSource>, IEnumerator> successProcess, Func<IEnumerator> failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,593,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00147,Phase 4+,기타,CardEffectCommons,TrashHandAndProcessAccordingToResult,"public static IEnumerator TrashHandAndProcessAccordingToResult(Player player, Hashtable hashtable, CardSource cardToTrash, ActivateClass activateClass, Func<CardSource, IEnumerator> successProcess, Func<IEnumerator> failureProcess)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,619,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00148,Phase 4+,기타,CardEffectCommons,PlacePermanentInSecurityAndProcessAccordingToResult,"public static IEnumerator PlacePermanentInSecurityAndProcessAccordingToResult(Permanent targetPermanent, ICardEffect activateClass, bool toTop, Func<CardSource, IEnumerator> successProcess, Func<IEnumerator> failureProcess = null, bool isFaceUp = false)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,644,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00149,Phase 4+,기타,CardEffectCommons,TrashDigivolutionCardsFromTopOrBottom,"public static IEnumerator TrashDigivolutionCardsFromTopOrBottom(Permanent targetPermanent, int trashCount, bool isFromTop, ICardEffect activateClass, Func<CardSource, bool> cardCondition = null)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,675,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00150,Phase 4+,기타,CardEffectCommons,OptionMainEffect,"public static ActivateClass OptionMainEffect(CardSource card) => card.EffectList(EffectTiming.OptionSkill).Find(cardEffect => cardEffect != null && cardEffect is ActivateClass && cardEffect.EffectDiscription.Contains(""[Main]"")) as ActivateClass;",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,711,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00151,Phase 4+,기타,CardEffectCommons,OptionSecurityEffect,"public static ActivateClass OptionSecurityEffect(CardSource card) => card.EffectList(EffectTiming.SecuritySkill).Find(cardEffect => cardEffect != null && cardEffect is ActivateClass && cardEffect.EffectDiscription.Contains(""[Security]"")) as ActivateClass;",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,717,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00152,Phase 4+,기타,CardEffectCommons,AddActivateMainOptionSecurityEffect,"public static void AddActivateMainOptionSecurityEffect(CardSource card, ref List<ICardEffect> cardEffects, string effectName, string effectDiscription = """", Func<ICardEffect, IEnumerator> afterMainEffect = null)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,723,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00153,Phase 4+,기타,CardEffectCommons,ActivateMainOfOptionSide,"public static IEnumerator ActivateMainOfOptionSide(CardSource card, ICardEffect activateClass, Func<ICardEffect, IEnumerator> afterMainEffect = null, bool asEffectOfThisDigimon = false)",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,733,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00154,Phase 4+,기타,CardEffectCommons,DigivolveIntoHandOrTrashCard,public static IEnumerator DigivolveIntoHandOrTrashCard(,CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,756,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00155,Phase 4+,기타,CardEffectCommons,DigivolveIntoExcecutingAreaCard,public static IEnumerator DigivolveIntoExcecutingAreaCard(,CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,1106,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00156,Phase 4+,기타,CardEffectCommons,GetCardEffectByEffectTiming,"public static Func<EffectTiming, ICardEffect> GetCardEffectByEffectTiming(EffectTiming timing, ICardEffect cardEffect) => (_timing) => _timing == timing ? cardEffect : null;",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,1402,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00157,Phase 4+,기타,CardEffectCommons,DrawAndDiscardCards,"public static IEnumerator DrawAndDiscardCards((Player drawPlayer, Player trashPlayer) player,",CardEffectCommons.cs,DCGO/Assets/Scripts/Script/CardEffectCommons.cs,1408,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00158,Phase 4+,효과/팩토리,CardEffectFactory,SetMemoryTo3TamerEffect,public static ICardEffect SetMemoryTo3TamerEffect(CardSource card),CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,11,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00159,Phase 4+,효과/팩토리,CardEffectFactory,Gain1MemoryTamerOpponentDigimonEffect,public static ICardEffect Gain1MemoryTamerOpponentDigimonEffect(CardSource card),CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,63,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00160,Phase 4+,효과/팩토리,CardEffectFactory,Gain1MemoryTamerOwnerDigimonConditionalEffect,"public static ICardEffect Gain1MemoryTamerOwnerDigimonConditionalEffect(string effectDescription, Func<Permanent, bool> permamentCondition, Func<bool> condition, CardSource card)",CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,115,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00161,Phase 4+,효과/팩토리,CardEffectFactory,PlaySelfTamerSecurityEffect,public static ICardEffect PlaySelfTamerSecurityEffect(CardSource card),CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,148,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00162,Phase 4+,효과/팩토리,CardEffectFactory,PlayMindLinkTamerFromDigivolutionCards,"public static ICardEffect PlayMindLinkTamerFromDigivolutionCards(CardSource card, string cardName, string effectDescription)",CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,196,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00163,Phase 4+,효과/팩토리,CardEffectFactory,PlaySelfDigimonAfterBattleSecurityEffect,"public static ICardEffect PlaySelfDigimonAfterBattleSecurityEffect(CardSource card, EffectDuration deleteDigimon = EffectDuration.UntilEndBattle)",CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,285,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00164,Phase 4+,효과/팩토리,CardEffectFactory,Gain2MemoryOptionDelayEffect,public static ICardEffect Gain2MemoryOptionDelayEffect(CardSource card),CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,470,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00165,Phase 4+,효과/팩토리,CardEffectFactory,PlaceSelfDelayOptionSecurityEffect,public static ICardEffect PlaceSelfDelayOptionSecurityEffect(CardSource card),CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,512,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00166,Phase 4+,효과/팩토리,CardEffectFactory,ActivateMainOptionSecurityEffect,"public static ICardEffect ActivateMainOptionSecurityEffect(CardSource card, string effectName, string effectDiscription = """", Func<ICardEffect, IEnumerator> afterMainEffect = null)",CardEffectFactory.cs,DCGO/Assets/Scripts/Script/CardEffectFactory.cs,551,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
